Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†, flag","Shiga toxin-producing Escherichia coli(STEC), Current week","Shiga toxin-producing Escherichia coli(STEC), Current week, flag","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2021†","Shigellosis, Cum 2021†, flag","Shigellosis, Cum 2020†","Shigellosis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
VIRGINIA,2021,14,,-,0,,,-,,-,4,,9,,44,,48,,,-,6,,25,,45,,VIRGINIA,,20211436,POINT (-78.666382 37.510861)
ARIZONA,2021,14,,-,0,,,-,,-,2,,7,,25,,47,,1,,11,,37,,101,,ARIZONA,,20211449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211464,
WISCONSIN,2021,14,,-,0,,,-,,-,3,,13,,43,,73,,2,,4,,18,,31,,WISCONSIN,,20211419,POINT (-89.732969 44.639954)
IDAHO,2021,14,,-,0,,,-,,-,,-,9,,,-,27,,,-,0,,,-,8,,IDAHO,,20211451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211468,POINT (-64.840836 18.060868)
MICHIGAN,2021,14,,-,0,,,-,,-,,-,9,,1,,35,,,-,4,,4,,55,,MICHIGAN,,20211417,POINT (-85.730977 44.874798)
GEORGIA,2021,14,,-,0,,,-,,-,,-,10,,33,,45,,,-,10,,,-,130,,GEORGIA,,20211432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,14,,-,0,,,-,,-,,-,22,,49,,118,,,-,18,,119,,234,,,NEW YORK CITY,20211412,
ARKANSAS,2021,14,,-,0,,,-,,-,1,,7,,18,,6,,,-,5,,3,,16,,ARKANSAS,,20211444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,14,,-,0,,,-,,-,,-,1,,,-,7,,,-,2,,,-,21,,MISSISSIPPI,,20211441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,14,,-,0,,,-,,-,,-,2,,5,,3,,,-,1,,2,,3,,SOUTH DAKOTA,,20211427,POINT (-100.230491 44.43614)
WYOMING,2021,14,,-,0,,,-,,-,,-,6,,10,,6,,,-,1,,,-,,-,WYOMING,,20211456,POINT (-107.55145 42.999627)
MISSOURI,2021,14,,-,1,,,-,,-,,-,11,,2,,54,,,-,3,,4,,23,,MISSOURI,,20211424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,14,,-,0,,,-,,-,12,,48,,181,,261,,5,,24,,175,,430,,,MIDDLE ATLANTIC,20211409,
CALIFORNIA,2021,14,,-,0,,,-,,-,4,,38,,124,,353,,4,,49,,231,,509,,CALIFORNIA,,20211459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,14,,-,0,,,-,,-,,-,4,,1,,14,,,-,2,,,-,4,,WEST VIRGINIA,,20211437,POINT (-80.613729 38.642579)
FLORIDA,2021,14,,-,0,,,-,,-,2,,24,,80,,146,,,-,16,,97,,221,,FLORIDA,,20211431,POINT (-82.420978 28.260731)
MONTANA,2021,14,,-,0,,,-,,-,,-,5,,10,,18,,,-,2,,,-,8,,MONTANA,,20211452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,14,,-,1,,,-,,-,3,,44,,84,,173,,1,,8,,43,,81,,,WEST NORTH CENTRAL,20211420,
MASSACHUSETTS,2021,14,,-,2,,,-,,-,,-,4,,15,,31,,4,,6,,27,,52,,MASSACHUSETTS,,20211405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,14,,-,3,,,-,,-,7,,35,,126,,232,,1,,23,,93,,233,,,MOUNTAIN,20211448,
INDIANA,2021,14,,-,0,,,-,,-,,-,8,,6,,29,,,-,2,,3,,20,,INDIANA,,20211416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,3,,,NON-US RESIDENTS,20211469,
US TERRITORIES,2021,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,,US TERRITORIES,20211463,
CONNECTICUT,2021,13,,-,0,,,-,,-,,-,5,,3,,13,,,-,3,,9,,25,,CONNECTICUT,,20211303,POINT (-72.738288 41.575155)
MAINE,2021,13,,-,0,,,-,,-,,-,1,,2,,1,,,-,2,,3,,2,,MAINE,,20211304,POINT (-69.06137 45.117911)
MASSACHUSETTS,2021,13,,-,2,,,-,,-,1,,4,,12,,30,,1,,6,,23,,51,,MASSACHUSETTS,,20211305,POINT (-71.481104 42.151077)
NEW HAMPSHIRE,2021,13,,-,0,,,-,,-,,-,2,,3,,5,,,-,2,,,-,,-,NEW HAMPSHIRE,,20211306,POINT (-71.57139 43.680429)
RHODE ISLAND,2021,13,,-,0,,,-,,-,,-,3,,2,,8,,,-,3,,4,,17,,RHODE ISLAND,,20211307,POINT (-71.534637 41.572574)
VERMONT,2021,13,,-,0,,,-,,-,,-,4,,2,,11,,,-,1,,1,,6,,VERMONT,,20211308,POINT (-72.662695 44.075252)
MIDDLE ATLANTIC,2021,13,,-,0,,,-,,-,13,,48,,164,,253,,9,,24,,168,,425,,,MIDDLE ATLANTIC,20211309,
NEW JERSEY,2021,13,,-,0,,,-,,-,,-,5,,2,,5,,,-,3,,2,,55,,NEW JERSEY,,20211310,POINT (-74.655514 40.110253)
NEW YORK,2021,13,,-,0,,,-,,-,10,,21,,70,,74,,5,,6,,26,,61,,NEW YORK,,20211311,POINT (-75.59655 42.921241)
NEW YORK CITY,2021,13,,-,0,,,-,,-,,-,22,,49,,115,,4,,18,,119,,231,,,NEW YORK CITY,20211312,
PENNSYLVANIA,2021,13,,-,0,,,-,,-,3,,14,,43,,59,,,-,9,,21,,78,,PENNSYLVANIA,,20211313,POINT (-77.838886 40.896694)
EAST NORTH CENTRAL,2021,13,,-,0,,,-,,-,1,,50,,110,,310,,2,,21,,87,,269,,,EAST NORTH CENTRAL,20211314,
ILLINOIS,2021,13,,-,0,,,-,,-,,-,14,,25,,101,,,-,10,,24,,98,,ILLINOIS,,20211315,POINT (-89.148632 40.124144)
INDIANA,2021,13,,-,0,,,-,,-,,-,8,,6,,29,,,-,2,,3,,20,,INDIANA,,20211316,POINT (-86.2818 39.919991)
MICHIGAN,2021,13,,-,0,,,-,,-,,-,9,,1,,35,,,-,4,,4,,55,,MICHIGAN,,20211317,POINT (-85.730977 44.874798)
OHIO,2021,13,,-,0,,,-,,-,,-,21,,43,,75,,,-,10,,40,,68,,OHIO,,20211318,POINT (-82.70936 40.415534)
WISCONSIN,2021,13,,-,0,,,-,,-,1,,13,,35,,70,,2,,4,,16,,28,,WISCONSIN,,20211319,POINT (-89.732969 44.639954)
WEST NORTH CENTRAL,2021,13,,-,1,,,-,,-,5,,44,,71,,165,,,-,8,,42,,81,,,WEST NORTH CENTRAL,20211320,
IOWA,2021,13,,-,0,,,-,,-,2,,23,,31,,48,,,-,4,,20,,32,,IOWA,,20211321,POINT (-93.500061 42.074659)
KANSAS,2021,13,,-,0,,,-,,-,,-,8,,14,,33,,,-,4,,7,,5,,KANSAS,,20211322,POINT (-98.38018 38.484729)
MINNESOTA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211323,POINT (-94.198308 46.349153)
MISSOURI,2021,13,,-,1,,,-,,-,,-,11,,2,,52,,,-,3,,4,,23,,MISSOURI,,20211324,POINT (-92.477244 38.3675)
NEBRASKA,2021,13,,-,0,,,-,,-,3,,10,,19,,24,,,-,4,,9,,12,,NEBRASKA,,20211325,POINT (-99.810595 41.527099)
NORTH DAKOTA,2021,13,,-,1,,,-,,-,,-,5,,1,,5,,,-,2,,,-,6,,NORTH DAKOTA,,20211326,POINT (-100.46931 47.446305)
NORTH CAROLINA,2021,22,,-,0,,,-,,-,,-,12,,41,,80,,,-,7,,37,,107,,NORTH CAROLINA,,20212234,POINT (-79.130883 35.52603)
GUAM,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,3,,GUAM,,20212266,POINT (144.653198 13.3532)
NEW JERSEY,2021,22,,-,0,,,-,,-,,-,5,,2,,5,,,-,6,,47,,93,,NEW JERSEY,,20212210,POINT (-74.655514 40.110253)
NEW MEXICO,2021,22,,-,0,,,-,,-,,-,3,,4,,10,,,-,3,,16,,34,,NEW MEXICO,,20212254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,22,,-,0,,,-,,-,3,,50,,304,,437,,,-,21,,168,,344,,,EAST NORTH CENTRAL,20212214,
TENNESSEE,2021,22,,-,0,,,-,,-,,-,13,,82,,72,,,-,7,,9,,72,,TENNESSEE,,20212242,POINT (-86.343226 35.842998)
CONNECTICUT,2021,22,,-,0,,,-,,-,,-,5,,15,,22,,,-,5,,20,,27,,CONNECTICUT,,20212203,POINT (-72.738288 41.575155)
MARYLAND,2021,22,,-,0,,,-,,-,,-,6,,35,,37,,,-,6,,19,,51,,MARYLAND,,20212233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,22,,-,0,,,-,,-,,-,5,,21,,21,,,-,4,,10,,26,,SOUTH CAROLINA,,20212235,POINT (-80.864614 33.878572)
OKLAHOMA,2021,22,,-,0,,,-,,-,,-,8,,19,,42,,,-,11,,10,,99,,OKLAHOMA,,20212246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212265,POINT (145.725693 15.1834)
OHIO,2021,22,,-,0,,,-,,-,,-,21,,121,,97,,,-,10,,67,,96,,OHIO,,20212218,POINT (-82.70936 40.415534)
MINNESOTA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212223,POINT (-94.198308 46.349153)
LOUISIANA,2021,22,,-,0,,,-,,-,,-,7,,7,,28,,1,,5,,32,,121,,LOUISIANA,,20212245,POINT (-91.840238 30.921314)
HAWAII,2021,22,,-,0,,,-,,-,,-,1,,2,,3,,,-,3,,11,,20,,HAWAII,,20212260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,22,,-,0,,,-,,-,4,,38,,394,,500,,3,,29,,262,,707,,,SOUTH ATLANTIC,20212228,
PENNSYLVANIA,2021,22,,-,0,,,-,,-,3,,14,,98,,82,,,-,9,,43,,89,,PENNSYLVANIA,,20212213,POINT (-77.838886 40.896694)
UTAH,2021,22,,-,0,,,-,,-,,-,8,,39,,68,,3,,3,,18,,19,,UTAH,,20212255,POINT (-111.678222 39.323779)
COLORADO,2021,22,,-,3,,,-,,-,5,,14,,107,,85,,2,,17,,57,,72,,COLORADO,,20212250,POINT (-105.547832 38.998552)
VERMONT,2021,22,,-,0,,,-,,-,,-,4,,2,,14,,,-,1,,1,,7,,VERMONT,,20212208,POINT (-72.662695 44.075252)
KENTUCKY,2021,22,,-,0,,,-,,-,,-,6,,12,,37,,,-,3,,6,,24,,KENTUCKY,,20212240,POINT (-85.290484 37.526683)
PUERTO RICO,2021,22,,-,0,,,-,,-,,-,1,,2,,1,,,-,1,,1,,,-,PUERTO RICO,,20212267,POINT (-66.414655 18.215692)
MAINE,2021,22,,-,0,,,-,,-,,-,3,,8,,2,,,-,2,,4,,2,,MAINE,,20212204,POINT (-69.06137 45.117911)
VIRGINIA,2021,22,,-,0,,,-,,-,4,,9,,86,,72,,3,,6,,52,,63,,VIRGINIA,,20212236,POINT (-78.666382 37.510861)
ARIZONA,2021,22,,-,0,,,-,,-,10,,13,,82,,61,,1,,11,,65,,128,,ARIZONA,,20212249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212264,
WISCONSIN,2021,22,,-,0,,,-,,-,3,,13,,98,,104,,,-,4,,31,,32,,WISCONSIN,,20212219,POINT (-89.732969 44.639954)
IDAHO,2021,22,,-,0,,,-,,-,,-,6,,32,,57,,,-,5,,12,,13,,IDAHO,,20212251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212268,POINT (-64.840836 18.060868)
MICHIGAN,2021,22,,-,0,,,-,,-,,-,9,,1,,54,,,-,4,,4,,68,,MICHIGAN,,20212217,POINT (-85.730977 44.874798)
GEORGIA,2021,22,,-,0,,,-,,-,,-,11,,81,,49,,,-,9,,,-,155,,GEORGIA,,20212232,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,22,,-,0,,,-,,-,,-,22,,94,,129,,10,,19,,215,,260,,,NEW YORK CITY,20212212,
ARKANSAS,2021,22,,-,0,,,-,,-,1,,8,,38,,16,,,-,5,,5,,18,,ARKANSAS,,20212244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,22,,-,0,,,-,,-,,-,1,,,-,8,,,-,2,,,-,23,,MISSISSIPPI,,20212241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,22,,-,0,,,-,,-,,-,3,,12,,3,,,-,2,,7,,3,,SOUTH DAKOTA,,20212227,POINT (-100.230491 44.43614)
WYOMING,2021,22,,-,0,,,-,,-,1,,6,,19,,14,,,-,1,,2,,,-,WYOMING,,20212256,POINT (-107.55145 42.999627)
MISSOURI,2021,22,,-,1,,,-,,-,,-,11,,2,,82,,,-,3,,4,,32,,MISSOURI,,20212224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,22,,-,0,,,-,,-,12,,48,,356,,310,,15,,27,,359,,517,,,MIDDLE ATLANTIC,20212209,
CALIFORNIA,2021,22,,-,0,,,-,,-,9,,38,,287,,474,,14,,56,,526,,726,,CALIFORNIA,,20212259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,22,,-,0,,,-,,-,,-,4,,1,,20,,,-,2,,,-,5,,WEST VIRGINIA,,20212237,POINT (-80.613729 38.642579)
FLORIDA,2021,22,,-,0,,,-,,-,,-,18,,125,,213,,,-,16,,140,,276,,FLORIDA,,20212231,POINT (-82.420978 28.260731)
MONTANA,2021,22,,-,0,,,-,,-,,-,5,,25,,31,,,-,2,,,-,9,,MONTANA,,20212252,POINT (-109.645127 47.033521)
SOUTH ATLANTIC,2021,19,,-,0,,,-,,-,9,,38,,332,,434,,1,,29,,228,,664,,,SOUTH ATLANTIC,20211928,
TOTAL,2021,15,,-,4,,,-,,-,40,,247,,1102,,2204,,39,,170,,1208,,3877,,,TOTAL,20211570,
GUAM,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,GUAM,,20211566,POINT (144.653198 13.3532)
NORTHERN MARIANA ISLANDS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211565,POINT (145.725693 15.1834)
PUERTO RICO,2021,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20211567,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211568,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,3,,,NON-US RESIDENTS,20211569,
SOUTH DAKOTA,2021,13,,-,0,,,-,,-,,-,2,,4,,3,,,-,1,,2,,3,,SOUTH DAKOTA,,20211327,POINT (-100.230491 44.43614)
SOUTH ATLANTIC,2021,13,,-,0,,,-,,-,7,,34,,159,,350,,6,,26,,133,,544,,,SOUTH ATLANTIC,20211328,
DELAWARE,2021,13,,-,0,,,-,,-,,-,3,,3,,3,,,-,1,,2,,4,,DELAWARE,,20211329,POINT (-75.452394 38.994926)
DISTRICT OF COLUMBIA,2021,13,,-,0,,,-,,-,,-,1,,,-,3,,,-,2,,,-,14,,DISTRICT OF COLUMBIA,,20211330,POINT (-77.016275 38.904785)
FLORIDA,2021,13,,-,0,,,-,,-,7,,24,,78,,142,,6,,16,,97,,211,,FLORIDA,,20211331,POINT (-82.420978 28.260731)
GEORGIA,2021,13,,-,0,,,-,,-,,-,11,,31,,42,,,-,10,,,-,121,,GEORGIA,,20211332,POINT (-83.426574 32.638481)
MARYLAND,2021,13,,-,0,,,-,,-,,-,5,,,-,33,,,-,4,,,-,46,,MARYLAND,,20211333,POINT (-76.687282 38.946466)
NORTH CAROLINA,2021,13,,-,0,,,-,,-,,-,6,,2,,53,,,-,4,,7,,84,,NORTH CAROLINA,,20211334,POINT (-79.130883 35.52603)
SOUTH CAROLINA,2021,13,,-,0,,,-,,-,,-,5,,5,,15,,,-,4,,3,,17,,SOUTH CAROLINA,,20211335,POINT (-80.864614 33.878572)
VIRGINIA,2021,13,,-,0,,,-,,-,,-,9,,39,,45,,,-,6,,24,,45,,VIRGINIA,,20211336,POINT (-78.666382 37.510861)
WEST VIRGINIA,2021,13,,-,0,,,-,,-,,-,4,,1,,14,,,-,1,,,-,2,,WEST VIRGINIA,,20211337,POINT (-80.613729 38.642579)
ALABAMA,2021,13,,-,0,,,-,,-,1,,8,,9,,17,,1,,5,,12,,274,,ALABAMA,,20211339,POINT (-86.844516 32.756889)
KENTUCKY,2021,13,,-,0,,,-,,-,,-,6,,6,,29,,,-,3,,5,,20,,KENTUCKY,,20211340,POINT (-85.290484 37.526683)
MISSISSIPPI,2021,13,,-,0,,,-,,-,,-,1,,,-,7,,,-,2,,,-,20,,MISSISSIPPI,,20211341,POINT (-89.65344 32.713378)
TENNESSEE,2021,13,,-,0,,,-,,-,,-,14,,27,,40,,,-,7,,3,,56,,TENNESSEE,,20211342,POINT (-86.343226 35.842998)
WEST SOUTH CENTRAL,2021,13,,-,0,,,-,,-,6,,39,,68,,149,,1,,38,,74,,945,,,WEST SOUTH CENTRAL,20211343,
ARKANSAS,2021,13,,-,0,,,-,,-,2,,7,,17,,6,,1,,5,,3,,15,,ARKANSAS,,20211344,POINT (-92.439162 34.899825)
LOUISIANA,2021,13,,-,0,,,-,,-,,-,7,,3,,17,,,-,6,,18,,93,,LOUISIANA,,20211345,POINT (-91.840238 30.921314)
OKLAHOMA,2021,13,,-,0,,,-,,-,1,,8,,11,,24,,,-,11,,4,,84,,OKLAHOMA,,20211346,POINT (-97.508297 35.583449)
TEXAS,2021,13,,-,0,,,-,,-,3,,32,,37,,102,,,-,34,,49,,753,,TEXAS,,20211347,POINT (-99.317341 31.447238)
ARIZONA,2021,13,,-,0,,,-,,-,,-,7,,21,,45,,2,,11,,36,,93,,ARIZONA,,20211349,POINT (-111.664616 34.293239)
COLORADO,2021,13,,-,3,,,-,,-,2,,14,,42,,58,,4,,17,,28,,51,,COLORADO,,20211350,POINT (-105.547832 38.998552)
IDAHO,2021,13,,-,0,,,-,,-,,-,9,,,-,25,,,-,0,,,-,8,,IDAHO,,20211351,POINT (-114.659366 44.389073)
MONTANA,2021,13,,-,0,,,-,,-,,-,5,,9,,18,,,-,2,,,-,8,,MONTANA,,20211352,POINT (-109.645127 47.033521)
NEVADA,2021,13,,-,0,,,-,,-,,-,4,,7,,11,,,-,3,,14,,22,,NEVADA,,20211353,POINT (-114.916992 39.283294)
NEW MEXICO,2021,13,,-,0,,,-,,-,,-,3,,,-,5,,,-,5,,,-,23,,NEW MEXICO,,20211354,POINT (-106.108388 34.421369)
UTAH,2021,13,,-,0,,,-,,-,,-,8,,21,,58,,1,,3,,11,,17,,UTAH,,20211355,POINT (-111.678222 39.323779)
WYOMING,2021,13,,-,0,,,-,,-,,-,6,,8,,6,,,-,1,,,-,,-,WYOMING,,20211356,POINT (-107.55145 42.999627)
PACIFIC,2021,13,,-,1,,,-,,-,6,,47,,135,,435,,17,,66,,362,,661,,,PACIFIC,20211357,
ALASKA,2021,13,,-,0,,,-,,-,,-,1,,3,,2,,,-,1,,1,,,-,ALASKA,,20211358,POINT (-151.631889 63.631126)
CALIFORNIA,2021,13,,-,0,,,-,,-,3,,38,,108,,332,,13,,55,,230,,562,,CALIFORNIA,,20211359,POINT (-119.662127 37.211164)
HAWAII,2021,13,,-,0,,,-,,-,,-,1,,1,,2,,,-,2,,5,,12,,HAWAII,,20211360,POINT (-157.854309 21.361013)
WEST NORTH CENTRAL,2021,22,,-,1,,,-,,-,1,,44,,224,,283,,3,,8,,68,,101,,,WEST NORTH CENTRAL,20212220,
MASSACHUSETTS,2021,22,,-,2,,,-,,-,1,,4,,30,,37,,3,,6,,50,,59,,MASSACHUSETTS,,20212205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,22,,-,3,,,-,,-,16,,35,,322,,343,,6,,23,,196,,307,,,MOUNTAIN,20212248,
INDIANA,2021,22,,-,0,,,-,,-,,-,8,,8,,44,,,-,2,,4,,26,,INDIANA,,20212216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,3,,,NON-US RESIDENTS,20212269,
NEW HAMPSHIRE,2021,15,,-,0,,,-,,-,,-,2,,4,,6,,,-,2,,,-,,-,NEW HAMPSHIRE,,20211506,POINT (-71.57139 43.680429)
NEW YORK,2021,15,,-,0,,,-,,-,9,,21,,89,,78,,2,,6,,32,,63,,NEW YORK,,20211511,POINT (-75.59655 42.921241)
PACIFIC,2021,15,,-,1,,,-,,-,11,,47,,171,,467,,8,,66,,446,,711,,,PACIFIC,20211557,
WEST SOUTH CENTRAL,2021,15,,-,0,,,-,,-,3,,39,,92,,163,,6,,36,,101,,1016,,,WEST SOUTH CENTRAL,20211543,
NEBRASKA,2021,15,,-,0,,,-,,-,,-,10,,19,,31,,,-,4,,10,,13,,NEBRASKA,,20211525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,15,,-,0,,,-,,-,,-,22,,58,,107,,,-,10,,22,,387,,,EAST SOUTH CENTRAL,20211538,
NORTH DAKOTA,2021,15,,-,1,,,-,,-,,-,5,,3,,6,,,-,2,,,-,6,,NORTH DAKOTA,,20211526,POINT (-100.46931 47.446305)
NEVADA,2021,15,,-,0,,,-,,-,,-,5,,8,,12,,,-,3,,16,,22,,NEVADA,,20211553,POINT (-114.916992 39.283294)
ILLINOIS,2021,15,,-,0,,,-,,-,,-,14,,30,,110,,,-,10,,31,,104,,ILLINOIS,,20211515,POINT (-89.148632 40.124144)
IOWA,2021,15,,-,0,,,-,,-,1,,23,,48,,57,,,-,4,,20,,32,,IOWA,,20211521,POINT (-93.500061 42.074659)
TEXAS,2021,15,,-,0,,,-,,-,2,,32,,56,,111,,2,,29,,68,,817,,TEXAS,,20211547,POINT (-99.317341 31.447238)
ALASKA,2021,15,,-,0,,,-,,-,,-,1,,3,,3,,,-,1,,2,,1,,ALASKA,,20211558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,15,,-,0,,,-,,-,,-,1,,,-,3,,,-,2,,,-,16,,DISTRICT OF COLUMBIA,,20211530,POINT (-77.016275 38.904785)
WASHINGTON,2021,15,,-,0,,,-,,-,,-,2,,1,,54,,,-,15,,104,,60,,WASHINGTON,,20211562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,15,,-,2,,,-,,-,,-,11,,30,,75,,1,,9,,46,,103,,,NEW ENGLAND,20211502,
RHODE ISLAND,2021,15,,-,0,,,-,,-,,-,3,,2,,10,,,-,3,,4,,17,,RHODE ISLAND,,20211507,POINT (-71.534637 41.572574)
OREGON,2021,15,,-,1,,,-,,-,1,,11,,27,,49,,1,,23,,34,,41,,OREGON,,20211561,POINT (-120.605279 43.940449)
DELAWARE,2021,15,,-,0,,,-,,-,,-,3,,3,,3,,,-,1,,2,,4,,DELAWARE,,20211529,POINT (-75.452394 38.994926)
ALABAMA,2021,15,,-,0,,,-,,-,,-,8,,10,,20,,,-,5,,14,,284,,ALABAMA,,20211539,POINT (-86.844516 32.756889)
KANSAS,2021,15,,-,0,,,-,,-,1,,8,,16,,37,,,-,3,,7,,5,,KANSAS,,20211522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,15,,-,0,,,-,,-,,-,6,,5,,54,,,-,4,,8,,89,,NORTH CAROLINA,,20211534,POINT (-79.130883 35.52603)
NEW JERSEY,2021,15,,-,0,,,-,,-,,-,5,,2,,5,,,-,6,,2,,85,,NEW JERSEY,,20211510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,15,,-,0,,,-,,-,,-,3,,,-,7,,,-,5,,,-,25,,NEW MEXICO,,20211554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,15,,-,0,,,-,,-,1,,50,,130,,326,,2,,21,,103,,284,,,EAST NORTH CENTRAL,20211514,
TENNESSEE,2021,15,,-,0,,,-,,-,,-,14,,39,,47,,,-,7,,3,,61,,TENNESSEE,,20211542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,15,,-,0,,,-,,-,,-,5,,3,,15,,,-,3,,9,,26,,CONNECTICUT,,20211503,POINT (-72.738288 41.575155)
MARYLAND,2021,15,,-,0,,,-,,-,,-,6,,3,,33,,,-,4,,3,,47,,MARYLAND,,20211533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,15,,-,0,,,-,,-,,-,5,,5,,16,,,-,4,,3,,18,,SOUTH CAROLINA,,20211535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,15,,-,0,,,-,,-,,-,8,,13,,26,,2,,11,,9,,90,,OKLAHOMA,,20211546,POINT (-97.508297 35.583449)
OHIO,2021,15,,-,0,,,-,,-,,-,21,,47,,76,,,-,10,,45,,70,,OHIO,,20211518,POINT (-82.70936 40.415534)
MINNESOTA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211523,POINT (-94.198308 46.349153)
LOUISIANA,2021,15,,-,0,,,-,,-,,-,7,,4,,18,,2,,6,,21,,93,,LOUISIANA,,20211545,POINT (-91.840238 30.921314)
HAWAII,2021,15,,-,0,,,-,,-,,-,1,,1,,2,,,-,2,,7,,15,,HAWAII,,20211560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,15,,-,0,,,-,,-,3,,34,,189,,370,,6,,26,,148,,589,,,SOUTH ATLANTIC,20211528,
PENNSYLVANIA,2021,15,,-,0,,,-,,-,4,,14,,57,,62,,1,,9,,26,,79,,PENNSYLVANIA,,20211513,POINT (-77.838886 40.896694)
UTAH,2021,15,,-,0,,,-,,-,1,,8,,26,,58,,,-,3,,11,,17,,UTAH,,20211555,POINT (-111.678222 39.323779)
COLORADO,2021,15,,-,3,,,-,,-,2,,14,,52,,61,,3,,17,,32,,53,,COLORADO,,20211550,POINT (-105.547832 38.998552)
